,Name,comment,ID,Year,Rank,Average,Users rated,comment_length,sentiment,averageweight,maxplayers,minage,minplayers,minplaytime,owned,playingtime,stddev,trading,wanting,wishing,yearpublished,boardgamedesigner2,boardgamepublisher2,suggested_language_dependence3,cat1,cat2,cat3,other cat,mech1,mech2,mech3,other mech
746,Superfight,217,139443,2013,4209,6.01,1629,149.926267281106,0.08036907045568488,1.2381,10,5,3,30,4115,30,1.7068299999999998,104,40,288,2013,Jack Dire,"(Self-Published), Skybound Games",Unplayable in another language,Card Game, Comic Book / Strip, Fighting," Humor, Party Game",Voting,,,
747,Zombicide: Green Horde,200,224710,2018,606,8.0,1629,210.545,0.13488690938956208,2.5714,6,14,1,60,5698,0,1.40845,71,131,647,2018,Raphaël Guiton    Jean Baptiste Lullien    Nicolas Raoult,"Asmodee, CMON Limited, Hobby World, Portal Games",Some necessary text - easily memorized or small crib sheet,Fantasy, Miniatures, Zombies,,Cooperative Play, Dice Rolling, Modular Board, Variable Player Powers
748,Mundus Novus,299,103686,2011,1602,6.71,1627,260.76923076923083,0.10126397465013356,2.19,6,14,2,45,2245,60,1.2097,109,129,518,2011,Bruno Cathala    Serge Laget,Asmodee,No necessary in-game text,Card Game, Economic, Nautical, Renaissance,Card Drafting, Hand Management, Set Collection, Trading
749,Leaving Earth,330,173064,2015,590,7.84,1626,320.12424242424237,0.10609956448701384,3.5877,5,12,1,60,3509,180,1.51951,49,655,2468,2015,Joseph Fatula,"The Lumenaris Group, Inc.",Some necessary text - easily memorized or small crib sheet,Math, Science Fiction, Space Exploration,,Pick-up and Deliver, Point to Point Movement, Simulation,
750,Dominion (Second Edition),189,209418,2016,464,8.1,1624,219.00529100529099,0.12875895950810354,2.2692,4,14,2,30,3390,30,1.31668,27,56,611,2016,Donald X  Vaccarino,"999 Games, Conclave Editora, Devir, Games Factory, Hobby Japan, Rio Grande Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, Medieval,,,Card Drafting, Deck / Pool Building, Hand Management,
751,Paper Tales,218,217861,2017,1133,7.09,1620,227.1009174311927,0.10862196259191707,2.1034,5,12,2,30,2687,30,1.25083,60,238,1126,2017,Masato Uesugi,"Catch Up Games, Engames, Evrikus, Frosted Games, Funiverse, Game Harbor, Mercurio, MS Edizioni, Pegasus Spiele, Stronghold Games",Some necessary text - easily memorized or small crib sheet,Card Game, Fantasy,,,Card Drafting, Hand Management,,
752,"Machi Koro: Bright Lights, Big City",261,205494,2016,1685,6.74,1618,208.44444444444446,0.06466275079244349,1.75,5,10,2,30,4572,30,1.41257,190,55,275,2016,Masao Suganuma,"IDW Games, Pandasaurus Games, White Goblin Games",Moderate in-game text - needs crib sheet or paste ups,Card Game, City Building, Dice,,Card Drafting, Dice Rolling,,
753,20th Century,359,85036,2010,1340,6.89,1615,272.56545961002786,0.0892361753757309,2.9618,5,13,3,120,2070,120,1.18465,148,53,240,2010,Vladimír Suchý,"Czech Games Edition, Heidelberger Spieleverlag, IELLO, MINDOK, Rio Grande Games",No necessary in-game text,City Building, Civilization, Economic, Environmental,Auction/Bidding, Memory, Point to Point Movement, Tile Placement
754,The Cave,306,129351,2012,1868,6.56,1612,230.359477124183,0.07203808015568422,2.5,5,10,2,60,2328,60,1.37416,102,242,977,2012,Adam Kałuża,"Pegasus Spiele, Rebel, uplay.it edizioni",No necessary in-game text,Environmental, Exploration, Maze, Travel,Action Point Allowance System, Modular Board, Set Collection, Tile Placement
755,"...and then, we held hands.",338,153999,2015,2815,6.17,1612,197.310650887574,0.08655011396901684,1.74,2,12,2,30,3544,45,1.43939,177,86,646,2015,David Chircop    Yannick Massa,LudiCreations,No necessary in-game text,Card Game, Print & Play,,,Cooperative Play, Hand Management, Point to Point Movement,
756,Feudum,319,163839,2017,744,7.69,1610,457.29467084639504,0.06608722394560622,4.5497,5,12,2,80,3545,180,1.84308,86,196,1134,2017,Mark K  Swanson,"Odd Bird Games, Crowd Games, Ghenos Games, Ludofy Creative, Maldito Games",No necessary in-game text,Adventure, Economic, Fantasy, Medieval,Action / Movement Programming, Area Control / Area Influence, Hand Management, Simultaneous Action Selection
757,Axis & Allies Europe 1940,276,61692,2010,897,7.56,1607,221.5652173913044,0.10942732038031162,3.4091,6,12,2,360,3213,360,1.68442,62,72,427,2010,Larry Harris  Jr,"Avalon Hill Games, Inc.",Some necessary text - easily memorized or small crib sheet,Economic, Fighting, Wargame, World War II,Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships
758,Animals on Board,319,191572,2016,1657,6.67,1605,203.20376175548589,0.1505286009766114,1.5,4,8,2,15,2342,30,1.03564,124,63,277,2016,Wolfgang Sentker    Ralf zur Linde,"999 Games, Ediciones MasQueOca, eggertspiele, G3, Korea Boardgames co., Ltd., Lautapelit.fi, Ludicus, Matagot, Pegasus Spiele, Piatnik, Stronghold Games, Swan Panasia Co., Ltd.",No necessary in-game text,Animals,,,,Set Collection,,,
759,Carcassonne: Star Wars,263,180564,2015,1527,6.79,1599,190.8479087452472,0.14081027870866786,1.7368,5,7,2,35,3369,35,1.40106,71,129,477,2015,Klaus Jürgen Wrede,"Hans im Glück, Bard Centrum Gier, Bergsala Enigma, Devir, Kaissa Chess & Games, Lautapelit.fi, White Goblin Games",No necessary in-game text,Movies / TV / Radio theme, Science Fiction,,,Dice Rolling, Tile Placement,,
760,Legend of the Five Rings: The Card Game,245,184151,2017,734,7.72,1596,243.72244897959183,0.07278646489785487,3.987,2,14,2,45,3719,90,1.66091,158,64,577,2017,Brad Andres    Erik Dahlman    Nate French,"Fantasy Flight Games, Asmodee, Asterion Press, Galakta",Extensive use of text - massive conversion needed to be playable,Card Game, Collectible Components, Fantasy,,Action Point Allowance System, Deck / Pool Building, Hand Management," Secret Unit Deployment, Variable Player Powers"
761,Sea of Clouds,252,189052,2016,1549,6.8,1593,211.87301587301587,0.1414566797044827,1.6969999999999998,4,10,2,45,2976,45,1.22792,112,71,507,2016,Théo Rivière,"GaGa Games, Hutter Trade GmbH + Co KG, IELLO, Portal Games, Reflexshop, uplay.it edizioni",Moderate in-game text - needs crib sheet or paste ups,Card Game, Pirates,,,Card Drafting, Press Your Luck, Set Collection,
762,Wits & Wagers Family,287,66588,2010,1306,6.94,1591,176.81881533101048,0.1479812733734412,1.1111,10,8,3,20,3313,20,1.16215,117,23,166,2010,Dominic Crapuchettes,"Jumbo, North Star Games",Unplayable in another language,"""Childrens Game""", Educational, Party Game, Trivia,Betting/Wagering, Paper-and-Pencil,,
763,Puzzle Strike (Third Edition),334,123607,2012,1004,7.28,1591,292.937125748503,0.12073928761950754,2.7143,4,10,2,20,2141,20,1.66117,132,166,549,2012,David Sirlin,"Pegasus Spiele, Sirlin Games",Extensive use of text - massive conversion needed to be playable,Card Game, Fantasy, Video Game Theme,,Deck / Pool Building, Hand Management, Variable Player Powers,
764,La Granja: No Siesta,243,195528,2016,1311,6.94,1590,238.08641975308643,0.06195567772033224,2.1538,4,10,1,30,2810,45,1.10276,104,138,524,2016,Andreas  ode   Odendahl,"ADC Blackfire Entertainment GmbH, Stronghold Games",No necessary in-game text,Dice, Farming,,,Card Drafting, Dice Rolling,,
765,Aeon's End: War Eternal,257,218417,2017,272,8.48,1589,282.9961089494164,0.1452939898602182,2.9216,4,14,1,60,4343,60,1.22467,42,208,655,2017,Kevin Riley,"Action Phase Games, Indie Boards & Cards, Portal Games",Extensive use of text - massive conversion needed to be playable,Card Game, Fantasy, Science Fiction,,Card Drafting, Cooperative Play, Deck / Pool Building," Hand Management, Variable Phase Order, Variable Player Powers"
766,Castaways,304,71906,2013,1233,7.03,1589,320.8256578947368,0.062482668174146334,2.9926,4,12,1,120,2381,120,1.42227,124,158,814,2013,Alberto Corral,"HomoLudicus, (Self-Published), Asmodee, Ghenos Games, IELLO, Lookout Games, Passport Game Studios",Extensive use of text - massive conversion needed to be playable,Adventure, Negotiation,,,Dice Rolling, Press Your Luck, Time Track," Variable Player Powers, Worker Placement"
767,Just One,248,254640,2018,709,7.57,1587,188.9838709677419,0.12316459012079732,1.1562,7,8,3,20,3140,20,1.11191,15,225,1038,2018,Ludovic Roudy    Bruno Sautter,"Repos Production, Gém Klub Kft., Rebel",Unplayable in another language,Party Game, Word Game,,,Cooperative Play,,,
768,Holmes: Sherlock & Mycroft,239,174078,2015,1374,6.92,1587,209.52301255230125,0.07332928815682846,1.8727,2,10,2,20,2923,30,1.22336,69,136,589,2015,Diego Ibañez,"Devir Games, Devir, GaGa Games, Igroljub, KOSMOS, Rebel, White Goblin Games, The Wood Games",No necessary in-game text,Card Game, Novel-based,,,Card Drafting, Hand Management, Set Collection, Worker Placement
769,Walk the Plank!,276,35505,2013,1832,6.62,1585,167.70652173913044,0.09715598470816696,1.25,5,6,3,20,2696,20,1.25153,102,32,232,2013,Shane Steely    Jared Tinney,Mayday Games,No necessary in-game text,Card Game, Humor, Pirates,,Action / Movement Programming, Player Elimination, Simultaneous Action Selection, Take That
770,Bottom of the 9th,333,166286,2015,1426,6.9,1583,187.11711711711712,0.09028980276467392,1.6863,2,13,1,5,3914,20,1.36377,171,66,288,2015,Darrell Louder    Mike Mullins,Greater Than Games (Dice Hate Me Games),Some necessary text - easily memorized or small crib sheet,Bluffing, Deduction, Dice," Real-time, Sports",Dice Rolling, Press Your Luck, Simultaneous Action Selection, Variable Player Powers
771,878 Vikings: Invasions of England,303,204516,2017,716,7.63,1581,260.7689768976897,0.1336498034853783,2.5763,4,12,2,60,3656,120,1.37303,69,272,1202,2017,Beau Beckett    Dave Kimmel    Jeph Stahl,"Academy Games, Inc., ASYNCRON games, Ediciones MasQueOca, Spiele-Offensive.de, Wyrd Edizioni",Moderate in-game text - needs crib sheet or paste ups,Educational, Medieval, Wargame,,Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven," Dice Rolling, Partnerships, Variable Phase Order, Variable Player Powers"
772,Ground Floor,398,38765,2012,1114,7.09,1578,338.5100502512563,0.07215309361253938,3.7209,6,12,2,90,2254,150,1.42004,162,86,400,2012,David Short,Tasty Minstrel Games,Some necessary text - easily memorized or small crib sheet,City Building, Economic, Industry / Manufacturing,,Worker Placement,,,
773,BattleCON: War of Indines,321,89409,2010,627,7.79,1577,263.196261682243,0.13076201066709905,2.7073,2,9,2,30,3108,30,1.55925,136,123,507,2010,D  Brad Talton  Jr,Level 99 Games,Extensive use of text - massive conversion needed to be playable,Card Game, Fighting, Print & Play,,Hand Management, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers
774,Theseus: The Dark Orbit,295,144529,2013,1148,7.14,1576,245.0745762711865,0.09536845945281301,2.8131,4,8,2,45,2694,90,1.4595200000000002,155,115,641,2013,Michał Oracz,"Portal Games, IELLO, Pegasus Spiele",Moderate in-game text - needs crib sheet or paste ups,Fighting, Science Fiction,,,Partnerships, Point to Point Movement, Variable Player Powers,
775,Cthulhu Gloom,257,95234,2011,2331,6.42,1574,151.23346303501947,0.0888535341601175,1.7733,5,13,2,60,4334,60,1.35888,129,43,287,2011,Keith Baker,"Atlas Games, Edge Entertainment",Extensive use of text - massive conversion needed to be playable,Card Game, Fantasy, Horror,,Hand Management, Storytelling, Take That,
776,Blood Bowl (2016 edition),212,212445,2016,468,8.14,1573,246.14622641509442,0.12348262305252194,3.5,2,12,2,45,3580,120,1.47192,47,122,604,2016,James M  Hewitt    Andy Hoare    Jervis Johnson,Games Workshop Ltd.,Some necessary text - easily memorized or small crib sheet,Fantasy, Fighting, Miniatures, Sports,Dice Rolling, Grid Movement, Variable Player Powers,
777,City of Iron,327,123499,2013,975,7.25,1569,322.1039755351682,0.11032942995845194,3.2261,4,13,2,120,2168,120,1.29849,117,188,860,2013,Ryan Laukat,Red Raven Games,Some necessary text - easily memorized or small crib sheet,Card Game, City Building, Civilization," Economic, Fantasy",Action Point Allowance System, Area Control / Area Influence, Card Drafting," Deck / Pool Building, Hand Management, Variable Player Powers"
778,Between Two Castles of Mad King Ludwig,219,258036,2018,771,7.51,1566,264.054794520548,0.10609948399804596,2.2727,7,10,2,45,3314,60,1.26044,35,238,1149,2018,Matthew O Malley    Ben Rosset,"Stonemaier Games, Crowd Games, Delta Vision Publishing, Feuerland Spiele, Ghenos Games, Ludofy Creative, Maldito Games, Matagot, PHALANX",No necessary in-game text,,,,,Card Drafting, Partnerships, Set Collection, Tile Placement
779,Unstable Unicorns,260,234190,2017,2741,6.45,1564,208.6,0.0839851014956545,1.5833,8,14,2,30,4518,45,1.83033,43,17,234,2017,Ramy Badie,"(Self-Published), Breaking Games, Rebel, TeeTurtle",Extensive use of text - massive conversion needed to be playable,Card Game, Humor, Party Game,,Hand Management, Set Collection, Take That,
780,Empires: Age of Discovery,251,173442,2015,496,7.94,1564,323.68525896414343,0.16866799369378918,3.3611,6,10,2,50,2632,150,1.34365,54,237,965,2015,Glenn Drover,Eagle-Gryphon Games,Some necessary text - easily memorized or small crib sheet,Civilization, Exploration, Renaissance,,Area Control / Area Influence, Set Collection, Variable Player Powers, Worker Placement
781,Wir sind das Volk!,310,165401,2014,560,7.87,1560,365.94516129032263,0.10429757685721497,3.6571,2,12,2,60,2982,150,1.25666,61,260,838,2014,Richard Sivél    Peer Sylvester,Histogame,No necessary in-game text,Political,,,,Campaign / Battle Card Driven, Card Drafting, Simulation,
782,Exit: The Game – The Forgotten Island,174,215841,2017,1040,7.17,1559,203.81034482758625,0.08623875006019084,2.6471,4,12,1,45,3694,90,1.42127,36,68,327,2017,Inka Brand    Markus Brand,"999 Games, Devir, Galakta, Giochi Uniti, IELLO, Kaissa Chess & Games, Korea Boardgames co., Ltd., KOSMOS, Zvezda",Unplayable in another language,Deduction, Puzzle, Real-time,,Cooperative Play,,,
783,Catacombs (third edition),241,195137,2015,690,7.64,1557,229.56016597510373,0.12145230869833687,2.2759,5,14,2,60,3610,90,1.28948,79,399,1379,2015,Ryan Amos    Marc Kelsey    Aron West,"Elzra Corp., Schwerkraft-Verlag",Some necessary text - easily memorized or small crib sheet,Action / Dexterity, Adventure, Fantasy, Fighting,Partnerships, Player Elimination, Role Playing, Variable Player Powers
784,Beyond Baker Street,299,168681,2016,1256,6.98,1557,224.5384615384616,0.15215636674581556,2.2333,4,13,2,20,2793,20,1.20345,92,173,926,2016,Robin Lees    Steve Mackenzie,"Filosofia Éditions, Gém Klub Kft., Z-Man Games, Inc.",Some necessary text - easily memorized or small crib sheet,Deduction, Murder/Mystery, Novel-based, Post-Napoleonic,Cooperative Play, Hand Management, Memory, Variable Player Powers
785,Trambahn,262,175293,2015,1269,6.98,1557,218.31297709923663,0.09104241492920118,1.8158,2,8,2,30,2789,45,1.1342,103,85,420,2015,Helmut Ohley,"Funforge, Game Harbor, Hobby Japan, Lookout Games, Mayfair Games, SD Games",No necessary in-game text,Card Game, Trains, Transportation,,Card Drafting, Set Collection,,
786,Cardline: Animals,228,130882,2012,1850,6.59,1554,150.76754385964912,0.13116810204639984,1.1695,8,7,2,15,2703,15,1.15722,37,41,169,2012,Frédéric Henry,"Asmodee, Asterion Press, Bombyx, Gém Klub Kft., GoKids 玩樂小子, Rebel, REXhry",No necessary in-game text,Animals, Card Game, Educational,,,,,
787,AuZtralia,290,231581,2018,742,7.62,1550,331.8,0.10594483739275493,2.9429,4,13,1,30,3403,120,1.3150700000000002,52,229,1083,2018,Martin Wallace,"SchilMil Games, Ltd., Ediciones MasQueOca, Giochix.it, Ludofy Creative, Nuts! Publishing, PHALANX, Schwerkraft-Verlag, Stronghold Games",Moderate in-game text - needs crib sheet or paste ups,Economic, Exploration, Fantasy, Horror,Cooperative Play, Route/Network Building, Time Track,
788,Conflict of Heroes: Awakening the Bear! (second edition),275,132028,2012,529,8.01,1549,311.61454545454546,0.1755841223343788,3.2791,4,13,2,60,3391,180,1.37972,76,215,871,2012,Uwe Eickert,"Academy Games, Inc., ASYNCRON games, Devir, Schwerkraft-Verlag",Some necessary text - easily memorized or small crib sheet,Wargame, World War II,,,Action Point Allowance System, Dice Rolling, Hex-and-Counter," Modular Board, Simulation"
789,Cadwallon: City of Thieves,297,69120,2010,2651,6.31,1548,245.93265993266002,0.05761928221886022,2.3303,4,10,2,45,2823,45,1.46245,173,87,486,2010,Pascal Bernard    Laurent Pouchain,"Dust Games, Edge Entertainment, Fantasy Flight Games, Hazgaard Editions, Stratelibri, Truant Spiele",Moderate in-game text - needs crib sheet or paste ups,Adventure, Fantasy, Fighting, Miniatures,Action Point Allowance System, Area Movement, Dice Rolling," Pick-up and Deliver, Variable Player Powers"
790,Roll For It! Deluxe Edition,250,164812,2014,1894,6.63,1546,129.06799999999998,0.10777374951481228,1.1034,8,8,2,30,3605,30,1.35499,33,62,297,2014,Chris Leder,Calliope Games,No necessary in-game text,Dice,,,,Dice Rolling, Press Your Luck,,
791,Expedition: Northwest Passage,317,71074,2010,1203,7.04,1539,310.15141955835963,0.11878971341457735,2.6796,4,14,1,60,2087,60,1.26786,78,234,806,2010,Yves Tourigny,"Matagot, (Web published), Asmodee",No necessary in-game text,Exploration, Nautical, Racing,,Action Point Allowance System, Set Collection, Tile Placement,
792,Kitchen Rush,205,223953,2017,775,7.54,1539,206.5756097560976,0.08384313538569325,2.1818,4,12,1,30,3050,45,1.24404,35,251,1192,2017,Vangelis Bagiartakis    Dávid Turczi,"Artipia Games, Ediciones MasQueOca, Geek Attitude Games, Stronghold Games",Some necessary text - easily memorized or small crib sheet,Real-time,,,,Cooperative Play, Worker Placement,,
793,Adventure Land,295,183231,2015,1310,6.96,1538,226.06101694915253,0.115996676318887,1.9318,4,10,2,45,2627,45,1.16445,89,238,811,2015,Michael Kiesling    Wolfgang Kramer,HABA,No necessary in-game text,Fantasy,,,,Area Control / Area Influence, Grid Movement,,
794,Mythotopia,326,133632,2014,1395,6.9,1538,359.3220858895705,0.01866838011916916,3.102,4,13,2,60,3171,120,1.4452200000000002,231,94,412,2014,Martin Wallace,Treefrog Games,Moderate in-game text - needs crib sheet or paste ups,Card Game, Fantasy, Medieval," Mythology, Territory Building, Wargame",Area Control / Area Influence, Deck / Pool Building, Hand Management,
